group,role,side,price_band,n_trades,n_contracts,avg_price,win_rate,avg_fee_per_contract,gross_mean_pp,gross_ci_low_pp,gross_ci_high_pp,net_mean_pp,net_se_pp,net_ci_low_pp,net_ci_high_pp,z_net
Entertainment,taker,no,"[0.20,0.40)",91248,7023455,0.2985142688058916,0.2980887252323339,0.019999999999999865,-0.04255435735578506,-0.3362738781842409,0.2511651634726708,-2.042554357355776,0.14985689838186528,-2.3362738781842323,-1.74883483652732,-13.630032246836848
Science/Tech,taker,yes,"[0,0.05)",7448,1660791,0.02468716433941986,0.014232008592910848,0.009999999999999915,-1.045515574650914,-1.3136888636278794,-0.7773422856739488,-2.0455155746509126,0.1368231066209006,-2.3136888636278776,-1.7773422856739471,-14.950074042087616
World Events,maker,yes,"[0.05,0.20)",16885,3195936,0.10910571513177371,0.09860823215872076,0.009999999999999887,-1.0497482973052954,-1.4949394070818183,-0.6045571875287726,-2.0497482973053134,0.2271383213145526,-2.4949394070818363,-1.6045571875287905,-9.024229312968808
Science/Tech,maker,yes,"[0.60,0.80)",16703,1423194,0.6951056696401842,0.6846075555289469,0.009999999999999884,-1.0498114111236456,-1.7530013730548588,-0.3466214491924327,-2.049811411123777,0.3587703887404153,-2.7530013730549907,-1.3466214491925625,-5.713435320903524
Other,taker,yes,"[0,0.05)",41937,8234128,0.0220700097765696,0.010944988911939338,0.009999999999999993,-1.1125020864630262,-1.2127917154352519,-1.0122124574908007,-2.1125020864630257,0.051168178047053904,-2.212791715435251,-2.0122124574908002,-41.28546622317455
Other,taker,yes,"[0.95,1]",27029,6014275,0.9737193384882902,0.961744792630138,0.00999999999999999,-1.197454585815235,-1.4272012163315762,-0.967707955298894,-2.1974545858152323,0.1172176686307863,-2.4272012163315733,-1.9677079552988912,-18.746786312026067
Entertainment,taker,yes,"[0.95,1]",45997,9413635,0.9715255342739776,0.9593451746853056,0.009999999999999952,-1.2180359588668805,-1.39844954000708,-1.0376223777266809,-2.218035958866873,0.09204774547969367,-2.3984495400070727,-2.0376223777266733,-24.096581043977725
Weather,maker,yes,"[0.60,0.80)",125653,5190086,0.6843831822558967,0.6716910857679482,0.010000000000000094,-1.2692096487947047,-1.527001998795172,-1.0114172987942371,-2.2692096487947064,0.1315267091839119,-2.5270019987951735,-2.011417298794239,-17.25284288548346
Other,taker,no,"[0.80,0.95)",81646,6035580,0.8752749675428063,0.8642554442348676,0.011678710530828161,-1.1019523307938963,-1.335773284495454,-0.8681313770923386,-2.2698233838767132,0.11927401756176466,-2.5036004582977722,-2.0360463094556547,-19.030325550166967
Entertainment,taker,yes,"[0,0.05)",92306,29839643,0.021912985071392912,0.008861829133534114,0.009999999999999915,-1.3051155937858792,-1.3654420321336793,-1.2447891554380792,-2.3051155937858807,0.030778795075408177,-2.365442032133681,-2.244789155438081,-74.89297706873639
Entertainment,maker,yes,"[0.20,0.40)",92239,7548537,0.2912256203991804,0.2779410010949815,0.009999999999999938,-1.3284619304198861,-1.6165390312291588,-1.0403848296106137,-2.3284619304198975,0.14697811265779204,-2.61653903122917,-2.040384829610625,-15.842235883387868
Weather,taker,no,"[0.80,0.95)",455042,21205920,0.874893987807723,0.8618896717226102,0.011719072085654359,-1.3004316085108691,-1.3998808252853436,-1.2009823917363946,-2.47233881707624,0.05074481037557076,-2.571798645412359,-2.3728789887401214,-48.72101794800394
Entertainment,taker,no,"[0.80,0.95)",95116,9278409,0.8780062239791409,0.8646389671558938,0.011564405567938044,-1.3367256823247375,-1.552552795060832,-1.120898569588643,-2.4931662391185485,0.11009866268842754,-2.7089596179878668,-2.2773728602492307,-22.644836714993136
Other,taker,no,"[0,0.05)",21509,5927821,0.020562555209447192,0.005532567762332047,0.009999999999999995,-1.5029987447115147,-1.6016975565914022,-1.404299932831627,-2.502998744711516,0.05035653667341209,-2.601697556591404,-2.404299932831628,-49.7055379512047
Weather,taker,yes,"[0.05,0.20)",425788,24667725,0.11743163264347432,0.10322038197412797,0.011283032870819032,-1.4211250669347395,-1.5117196224575649,-1.3305305114119141,-2.549428354016535,0.04622807125626299,-2.6400353736788102,-2.4588213343542593,-55.14892325669196
Weather,taker,yes,"[0.95,1]",66395,9825912,0.9740209353114064,0.9584306047142104,0.00999999999999988,-1.5590330597183524,-1.7100857836382926,-1.4079803357984124,-2.559033059718338,0.07706771628568365,-2.710085783638278,-2.4079803357983978,-33.20499403709089
World Events,taker,no,"[0,0.05)",3121,2149018,0.02385453380326815,0.008010253123998718,0.009999999999999922,-1.5844280679269436,-1.8957074712072777,-1.273148664646609,-2.584428067926932,0.1588160220818032,-2.8957074712072663,-2.273148664646598,-16.273094074826663
World Events,maker,yes,"[0.95,1]",3832,2287870,0.9712943632567912,0.9548538622129437,0.009999999999999927,-1.6440501043841445,-2.2896011713603244,-0.9984990374079645,-2.6440501043841285,0.3293627892735604,-3.2896011713603066,-1.9984990374079499,-8.027774206721473
Science/Tech,taker,no,"[0.40,0.60)",14171,1326994,0.49406181638557667,0.48719215298849766,0.019999999999999817,-0.6869663397078898,-1.5004823091191803,0.126549629703401,-2.6869663397078436,0.4150591680669849,-3.5004823091191337,-1.8734503702965533,-6.473694707724667
Entertainment,taker,no,"[0,0.05)",41648,13472453,0.022992220514790565,0.005978678447944679,0.009999999999999946,-1.701354206684588,-1.775899244990696,-1.6268091683784798,-2.7013542066845804,0.03803318280923886,-2.7758992449906885,-2.6268091683784722,-71.02624621856204
Media,taker,yes,"[0,0.05)",22104,4855771,0.01923950416214256,0.0022167933405718423,0.00999999999999998,-1.7022710821570721,-1.7659316276745631,-1.6386105366395811,-2.7022710821570723,0.03247987016198523,-2.765931627674563,-2.638610536639581,-83.19833388126771
Entertainment,taker,yes,"[0.05,0.20)",158250,18308446,0.11193169036334913,0.09436966824644549,0.011108688783570232,-1.7562022116903708,-1.8982342586440257,-1.6141701647367162,-2.867071090047401,0.0724551588825446,-3.009083201457188,-2.725058978637614,-39.570282285836186
Science/Tech,taker,no,"[0.05,0.20)",9294,757771,0.11338175166774263,0.09522272433828276,0.011087798579728757,-1.8159027329459978,-2.4039048515412236,-1.2279006143507722,-2.9246825909188567,0.30005215536570695,-3.5127848154356425,-2.336580366402071,-9.747247398887104
Other,taker,yes,"[0.05,0.20)",112872,10505416,0.11742265575164784,0.09860727195407187,0.011235293075341933,-1.881538379757592,-2.0533464875790703,-1.7097302719361136,-3.0050676872918,0.08765205624488476,-3.176865717531774,-2.833269657051826,-34.28405237746115
Weather,taker,no,"[0.05,0.20)",72580,5267028,0.1192343620832186,0.10037200330669606,0.011407963626343288,-1.8862358776522452,-2.1020593349644163,-1.6704124203400745,-3.0270322402865886,0.11011381775323631,-3.242855323082932,-2.8112091574902456,-27.49003078859848
Other,maker,yes,"[0.20,0.40)",88110,5559300,0.28835240040858023,0.26642832822608103,0.009999999999999953,-2.1924072182499166,-2.4834619179687047,-1.9013525185311284,-3.1924072182499166,0.14849729577489196,-3.4834619179687047,-2.9013525185311284,-21.498083191287925
Science/Tech,maker,yes,"[0.05,0.20)",10483,1040941,0.11176762377182108,0.08928741772393399,0.009999999999999912,-2.248020604788701,-2.7860124752787327,-1.7100287342986686,-3.248020604788709,0.27448564820919996,-3.7860124752787403,-2.710028734298677,-11.833116324949788
Weather,taker,no,"[0.60,0.80)",430094,15576557,0.700646835342963,0.6877636051653825,0.020000000000000937,-1.2883230177589093,-1.4258701104574543,-1.1507759250603644,-3.288323017758879,0.07017708811150253,-3.4258701104574243,-3.150775925060334,-46.85750158989426
Weather,taker,yes,"[0.20,0.40)",546558,20843625,0.29833201599829823,0.2847968559603921,0.02000000000000205,-1.3535160037910072,-1.4720803588306315,-1.234951648751383,-3.3535160037909786,0.06049201787735936,-3.472080358830603,-3.2349516487513545,-55.43733076634753
World Events,maker,yes,"[0.20,0.40)",15844,1418362,0.28746654885130035,0.2622443827316334,0.009999999999999891,-2.52221661196669,-3.1989127502261274,-1.845520473707253,-3.522216611966695,0.34525313176501865,-4.198912750226132,-2.8455204737072584,-10.201838268519854
Entertainment,taker,no,"[0.05,0.20)",81961,9048754,0.11287966227840072,0.0867729773916863,0.011123705176852334,-2.6106684886714437,-2.8007200869802196,-2.420616890362668,-3.723039006356689,0.09698494261852682,-3.9131294938890018,-3.532948518824376,-38.387804393519176
Entertainment,taker,yes,"[0.80,0.95)",105044,9961193,0.8742347016488339,0.84869197669548,0.011825425535965889,-2.554272495335291,-2.7690861105288374,-2.3394588801417453,-3.73681504893188,0.10960118849464345,-3.9516333783813806,-3.5219967194823787,-34.09465809866204
Media,taker,no,"[0.05,0.20)",18288,1531844,0.11842793088363959,0.09169947506561679,0.011350065616797867,-2.6728455818022794,-3.0826798980081636,-2.263011265596395,-3.8078521434820676,0.20890713481545017,-4.21731012772035,-3.3983941592437854,-18.227487284462292
Other,taker,no,"[0.20,0.40)",62026,4173319,0.29507787057040596,0.2755779834263051,0.01999999999999994,-1.9499887144100898,-2.2983663340088047,-1.601611094811375,-3.949988714410079,0.177743683468732,-4.298366334008794,-3.6016110948113647,-22.222948446463054
Weather,taker,yes,"[0.40,0.60)",479656,15482928,0.48797327668162016,0.4681480060710176,0.020000000000001135,-1.9825270610604282,-2.1229623949903464,-1.84209172713051,-3.9825270610604644,0.07165068057648903,-4.122962394990383,-3.8420917271305464,-55.582543375969884
World Events,taker,yes,"[0.05,0.20)",29412,8511110,0.1076036991704069,0.0755813953488372,0.01079457364341085,-3.2022303821569715,-3.4983622489148174,-2.906098515399126,-4.281687746498076,0.15104977963749303,-4.5777453145875615,-3.985630178408589,-28.34620319720937
Other,taker,yes,"[0.40,0.60)",99546,6517588,0.49014696723122975,0.4667992686798063,0.01999999999999991,-2.3347698551423473,-2.6418079106702415,-2.027731799614453,-4.334769855142348,0.15665206914688481,-4.6418079106702415,-4.027731799614453,-27.67132204987251
Science/Tech,taker,yes,"[0.80,0.95)",10465,898148,0.8744137601528885,0.8402293358815098,0.01200860009555652,-3.4184424271380665,-4.111058499604809,-2.7258263546713244,-4.619302436693712,0.3535454265299481,-5.31225147269241,-3.926353400695014,-13.065654623317325
Entertainment,maker,yes,"[0.40,0.60)",85917,6787389,0.49639012069788274,0.4582445848900683,0.009999999999999938,-3.8145535807814546,-4.146020559766386,-3.483086601796523,-4.8145535807814435,0.16911580560455716,-5.1460205597663755,-4.483086601796512,-28.46897463883001
Entertainment,taker,yes,"[0.20,0.40)",147179,11015154,0.29106924221526176,0.260302081139293,0.01999999999999984,-3.076716107596871,-3.2997400935271815,-2.853692121666561,-5.076716107596864,0.11378774792362766,-5.299740093527174,-4.853692121666554,-44.61566557239772
Science/Tech,taker,yes,"[0.05,0.20)",16174,1777351,0.10626190181773217,0.0637442809447261,0.010981822678372598,-4.251762087300604,-4.622880238199052,-3.880643936402156,-5.349944355137867,0.18922215145291454,-5.720819771985579,-4.979068938290155,-28.27335126495024
Media,taker,yes,"[0.95,1]",14916,2330384,0.9734084204880663,0.9298069187449718,0.010000000000000002,-4.360150174309466,-4.771686269766934,-3.9486140788519988,-5.360150174309463,0.20996739564156508,-5.77168626976693,-4.948614078851995,-25.528488163275426
Media,maker,yes,"[0.05,0.20)",23189,1449959,0.11877183147181855,0.07499245331838372,0.00999999999999997,-4.37793781534348,-4.717446520779455,-4.038429109907505,-5.377937815343484,0.1732187272632526,-5.7174465207794585,-5.038429109907509,-31.04709231104242
Weather,taker,yes,"[0.80,0.95)",122205,6913665,0.869115338979583,0.8269956221103882,0.012031749928399126,-4.211971686919528,-4.421645315694304,-4.00229805814475,-5.4151466797593955,0.10700757467659058,-5.624881526125513,-5.205411833393278,-50.6052650583439
Other,taker,no,"[0.40,0.60)",65416,4129693,0.4979223737311973,0.46335758835758833,0.01999999999999994,-3.4564785373608964,-3.836588412265747,-3.0763686624560456,-5.456478537360898,0.19393360964533196,-5.8365884122657485,-5.076368662456047,-28.135806616190813
Other,taker,yes,"[0.20,0.40)",127758,8124623,0.2912857903223281,0.2532757244164749,0.019999999999999872,-3.801006590585329,-4.038879820543361,-3.563133360627297,-5.801006590585317,0.12136389283573072,-6.038879820543349,-5.563133360627285,-47.79845516686857
Other,taker,yes,"[0.60,0.80)",86867,5764453,0.6907468889221453,0.6486813174162801,0.019999999999999928,-4.206557150586521,-4.521929663584342,-3.8911846375887,-6.20655715058651,0.16090434336623513,-6.521929663584331,-5.8911846375886885,-38.572962175792455
Other,taker,no,"[0.05,0.20)",49786,5168015,0.1199158397943197,0.06656489776242318,0.011376290523440268,-5.3350942031896516,-5.552014129133275,-5.118174277246029,-6.472723255533687,0.11070281863442581,-6.689700780057162,-6.2557457310102125,-58.46936270799551
Media,taker,yes,"[0.05,0.20)",32929,2217121,0.12245953414923011,0.05824653041392086,0.011501412129126242,-6.4213003735309275,-6.673421843031563,-6.169178904030293,-7.571441586443566,0.12879302865931738,-7.823875922615827,-7.319007250271303,-58.78766626780321
Weather,taker,yes,"[0.60,0.80)",252087,9733701,0.6844101837857538,0.6250738832228556,0.020000000000000323,-5.933630056290158,-6.121486984108402,-5.745773128471914,-7.933630056290103,0.09584537133583863,-8.121486984108346,-7.74577312847186,-82.77530720279603
World Events,taker,yes,"[0.95,1]",2544,929793,0.9686517295597478,0.889937106918239,0.009999999999999988,-7.871462264150939,-9.075780914806048,-6.6671436134958295,-8.87146226415094,0.6144482911505659,-10.07578091480605,-7.667143613495832,-14.438094127561104
Entertainment,taker,yes,"[0.60,0.80)",144376,10867833,0.6895053194436748,0.6204909403224913,0.019999999999999827,-6.901437912118352,-7.149215849029207,-6.653659975207497,-8.901437912118379,0.12641731475043608,-9.149215849029234,-8.653659975207525,-70.4131228359893
Science/Tech,taker,yes,"[0.60,0.80)",17428,1597222,0.7004819830158366,0.6276681202662382,0.01999999999999979,-7.2813862749598375,-8.00109177326554,-6.561680776654136,-9.28138627495983,0.3671966828090314,-10.001091773265532,-8.561680776654129,-25.276334753238544
Science/Tech,taker,yes,"[0.40,0.60)",15714,1263932,0.4997963599338165,0.42592592592592593,0.019999999999999796,-7.387043400789101,-8.142868933166374,-6.631217868411827,-9.387043400789112,0.38562527162105775,-10.142868933166385,-8.63121786841184,-24.34239685933622
Entertainment,taker,yes,"[0.40,0.60)",133425,9201279,0.49795173318343633,0.42200487165074013,0.019999999999999848,-7.594686153269616,-7.8584429944784855,-7.3309293120607455,-9.594686153269624,0.13456981694330142,-9.858442994478494,-9.330929312060753,-71.29894631061416
Media,maker,yes,"[0.60,0.80)",26101,1223519,0.6873154285276426,0.5994406344584499,0.00999999999999997,-8.787479406919275,-9.374166357055012,-8.200792456783535,-9.787479406919275,0.29933007659986666,-10.374166357055014,-9.200792456783537,-32.697948425686654
Media,taker,yes,"[0.80,0.95)",25642,1535977,0.8711063879572575,0.7789953981748694,0.012047422197956454,-9.211098978238827,-9.713131856157963,-8.709066100319692,-10.415841198034476,0.25627436796099035,-10.918138959238016,-9.913543436830935,-40.64332020758298
Media,maker,yes,"[0.20,0.40)",30088,1541629,0.2942641584684924,0.18625365594256846,0.009999999999999976,-10.801050252592399,-11.240231223871165,-10.361869281313634,-11.8010502525924,0.22407192412181917,-12.240231223871167,-11.361869281313634,-52.66634942705553
Science/Tech,taker,yes,"[0.20,0.40)",13274,1091849,0.2910833207774595,0.19097483802923007,0.01999999999999981,-10.010848274822944,-10.686695917592235,-9.335000632053655,-12.010848274823005,0.34482022590269956,-12.686695917592298,-11.335000632053713,-34.8322034862659
World Events,taker,yes,"[0.40,0.60)",17567,1106816,0.5050002846245791,0.39380656913531054,0.01999999999999984,-11.119371548926884,-11.84695046930605,-10.391792628547716,-13.119371548926795,0.37121373488732945,-13.84695046930596,-12.391792628547629,-35.341826866693864
Science/Tech,maker,yes,"[0.20,0.40)",10351,942282,0.29116027436962594,0.16887257269829,0.009999999999999933,-12.228770167133609,-12.956815728276963,-11.500724605990253,-13.228770167133606,0.3714518169098746,-13.956815728276958,-12.500724605990252,-35.61369083394012
World Events,maker,yes,"[0.80,0.95)",11861,1773147,0.8852482927240507,0.7619087766630133,0.00999999999999987,-12.33395160610402,-13.090318983399785,-11.577584228808254,-13.333951606103989,0.38590172311008347,-14.090318983399753,-12.577584228808226,-34.55271331426604
World Events,taker,yes,"[0.20,0.40)",24716,2491815,0.2812093380805939,0.16693639747531963,0.019999999999999914,-11.427294060527434,-11.886907976781053,-10.967680144273814,-13.427294060527517,0.2344968960477653,-13.886907976781139,-12.967680144273896,-57.26000764544225
Media,taker,yes,"[0.20,0.40)",49846,2224340,0.2995939493640412,0.16968262247722987,0.01999999999999987,-12.99113268868114,-13.31955337331088,-12.662712004051398,-14.99113268868113,0.16756157379068407,-15.319553373310871,-14.66271200405139,-89.46641135877535
World Events,maker,yes,"[0.40,0.60)",18057,1117273,0.506061915046802,0.36351553414188403,0.00999999999999988,-14.254638090491797,-14.961836470294942,-13.547439710688652,-15.254638090491712,0.3608154998995631,-15.961836470294855,-14.54743971068857,-42.27822278903763
Media,maker,yes,"[0.40,0.60)",28906,1320706,0.4954158306234001,0.3479554417767938,0.009999999999999976,-14.746038884660626,-15.291480553855108,-14.200597215466143,-15.74603888466062,0.2782865659155522,-16.291480553855102,-15.20059721546614,-56.582102096293276
Media,taker,yes,"[0.60,0.80)",44774,1856752,0.6847299772189215,0.49023987135391073,0.019999999999999893,-19.449010586501085,-19.905783044660758,-18.992238128341416,-21.4490105865011,0.23304717253044485,-21.90578304466077,-20.992238128341427,-92.03720583093124
Media,taker,yes,"[0.40,0.60)",52340,2103173,0.4958641574321744,0.3004776461597249,0.01999999999999987,-19.53865112724495,-19.929848603424894,-19.147453651065007,-21.53865112724494,0.19959054907140042,-21.929848603424883,-21.147453651064996,-107.91418344933668
World Events,taker,yes,"[0.80,0.95)",8446,1135977,0.880589628226379,0.6593653800615676,0.011532086194648263,-22.122424816481136,-23.12291306544382,-21.121936567518446,-23.275633435946048,0.5107138915406783,-24.27663266336578,-22.27463420852632,-45.57470204252737
World Events,maker,yes,"[0.60,0.80)",14195,1196304,0.6733899260302914,0.42902430433251143,0.009999999999999952,-24.43656216977798,-25.253989376301938,-23.61913496325402,-25.4365621697779,0.4170546972061014,-26.253989376301856,-24.61913496325394,-60.99094996455004
World Events,taker,yes,"[0.60,0.80)",17044,1204450,0.6800586716733175,0.424137526402253,0.01999999999999979,-25.592114527106446,-26.33280920768292,-24.85141984652997,-27.592114527106265,0.3779054492737105,-28.332809207682736,-26.851419846529794,-73.01327509337332
